month	day	value
24.0	16.0	163.45833333333334
24.0	17.0	158.58333333333334
24.0	18.0	98.20833333333333
24.0	19.0	40.041666666666664
24.0	20.0	68.95833333333333
24.0	21.0	43.041666666666664
24.0	22.0	74.83333333333333
24.0	23.0	118.83333333333333
24.0	24.0	243.70833333333334
24.0	25.0	274.4166666666667
24.0	26.0	78.45833333333333
24.0	27.0	232.25
24.0	28.0	122.69565217391305
24.0	29.0	38.291666666666664
24.0	30.0	88.45833333333333
25.0	0.0	60.708333333333336
25.0	1.0	104.83333333333333
25.0	2.0	204.79166666666666
25.0	3.0	234.79166666666666
25.0	4.0	99.375
25.0	5.0	38.458333333333336
25.0	6.0	62.0
25.0	7.0	81.54166666666667
25.0	8.0	44.916666666666664
25.0	9.0	40.541666666666664
25.0	10.0	83.33333333333333
25.0	11.0	217.125
25.0	12.0	233.875
25.0	13.0	134.54166666666666
25.0	14.0	274.5
25.0	15.0	229.75
25.0	16.0	54.041666666666664
25.0	17.0	125.41666666666667
25.0	18.0	175.41666666666666
25.0	19.0	51.375
25.0	20.0	74.20833333333333
25.0	21.0	138.20833333333334
25.0	22.0	47.666666666666664
25.0	23.0	84.125
25.0	24.0	59.75
25.0	25.0	73.83333333333333
25.0	26.0	115.25
25.0	27.0	101.83333333333333
